id,sentence,label
2741,"an escalator is a conveyor transport device for transporting people , consisting of individual , linked steps that move  up  or  down  on tracks , which keep the treads horizontal .",1
2742,"a historian is an individual who studies and writes about history , and is regarded as an authority on it .",1
2743,"in sailana, 13% of the population is under 6 years of age.",0
2744,"a hindu ( हिन्दू ) is an adherent of the philosophies and scriptures of hinduism , a set of religious , philosophical and cultural systems that originated in the indian subcontinent .",1
2745,"this is because berries are round, like a diplococcus, and diplococci come in pairs of two.",0
2746,"for example, 9 is an interprime because it is the average of 7 and 11.",0
2747,moxonidine passes into breast milk.,0
2748,the tardis ( time and relative dimension(s ) in space ) is a time machine and spacecraft in the british science fiction television programme doctor who .,1
2749,"ajman is also home to arab heavy industries, one of the world's largest ship manufacturing firms.",0
2750,"in business and accounting, an asset is defined as a probable future economic benefit obtained or controlled by a particular entity as a result of a past transaction or event.",1
2751,"the name lud  refers  to a legendary british king and founder of london as accounted by geoffrey of monmouth, buried at ludgate, originally the westernmost gate of the london wall and today located on the approach of st paul's cathedral.",1
2752,"the kipsigis was a pastoralist ethnic group in kenya , speaking the kipsigis language . currently the community practises farming and they are famously known for growing kenyan "" green gold "" - tea .",1
2753,a disadvantage of hnf is its limited thermal stability.,0
2754,phrase is a unit of language larger than a word but smaller than a sentence.,1
2755,"in between adjacent haustra are semi-lunar folds, known as the plicae semilunares.",0
2756,a primer is a strand of nucleic acid that serves as a starting point for dna replication.,1
2757,"several senior pants were upset when asked to show id before entering.̢��� ̢���hundreds of pants cruised the tail-gate party well after the opening kick-off̢��� ̢���two busloads of pants roared into beijing anxious to meet their compatriots.̢��� ""security could not discern who were ticket-holders and who were pants"" pant : v.",0
2758,"china mengniu dairy company limited's products include liquid milk products, such as ultra heat treated (uht) milk, yogurt and milk beverages, ice cream and other dairy products, such as milk powder and milk tablets.",0
2759,"lexeme is a fancy name for a word, including any suffix or prefix.",1
2760,slavmyth   sadko   .,0
2761,"there are also generic versions of dacarbazine available from app, bedford, mayne pharma and sicor (teva).",0
2762,"at the early roots of pedology as a separate study was g. stanley hall, who was also instrumental in the development of modern educational psychology.",0
2763,"over time, the $buttery became a general food storeroom, and in particular the larders of oxbridge colleges where students would purchase food and drink.",0
2764,materials with bulk chirality can be cleaved exposing a chiral surface.,0
2765,"most types of alabastron have a narrow body with a rounded end, a narrow neck and a broad, splayed mouth.",0
2766,"a clitic attaches to an adjacent word, known as its host.",0
2767,a navy  is the branch  of a country's military forces principally designated for naval warfare and amphibious warfare namely lake- or ocean-borne combat operations and related functions.,1
2768,kema performs business consulting in energy and technology implementation.,0
2769,"furthermore, mixing matter and antimatter would lead to the annihilation of both in the same way that mixing antiparticles and particles does, thus giving rise to high-energy photons (gamma rays) or other particle̢���antiparticle pairs.",0
2770,"the terraforming (literally, ""earth-shaping"") of a planet, moon, or other body  is  the hypothetical process of deliberately [[ modifying its atmosphere ]], [[ temperature ]], surface topography or ecology to be similar to those of earth in order to make it habitable by humans.",1
2771,a microassembler (sometimes called a meta-assembler)  is  a computer program that helps prepare a microprogram to control the low level operation of a computer in much the same way an assembler helps prepare higher level code for a processor.,1
2772,the bix cross-connect system as a whole is certified for category-5e.,0
2773,"in physics , interference is the  addition ( superposition ) of two or more waves that result in a new wave pattern .",1
